AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.839,0.235,0.254,0.283,0.215,0.227,0.069,0.44,0.325,0.281,0.276,0.3,0.267,0.224,0.275
Goodwill_Intangibles,7.4,7.4,7.5,8.5,8.5,8.5,8.5,8.8,8.8,8.9,8.9,8.9,9.0,8.2,8.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,8.8,9.2,9.5,9.3,9.5,9.7,9.6,9.8,11.0,11.8,11.6,11.3,11.1,10.0,9.5
Shares_Diluted,7.7691,7.8093,7.8248,7.8953,7.9904,8.1047,7.9243,8.2336,9.0021,8.7552,9.3867,8.7752,8.7773,8.8041,8.8684
Total_Assets,1009.0,1084.2,1100.5,1125.1,1204.0,1193.3,1223.4,1187.8,1267.2,1295.4,1289.4,1191.3,1202.4,1115.2,1081.2
Total_Liabilities,888.8,950.6,970.0,993.7,1073.8,1062.0,1094.2,1059.6,1135.0,1153.1,1149.8,1056.6,1068.5,984.5,952.8
