AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,1.416,1.462,0.923,0.659,1.037,1.165,0.665,0.871,0.536
Goodwill_Intangibles,11.1,11.1,11.1,11.1,11.1,11.1,10.7,8.2,8.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,12.0,12.0,14.0,14.0,16.0,18.0,20.0,43.0,48.3
Revenue,12.8,12.9,12.9,13.0,13.3,13.4,12.5,11.4,10.3
Shares_Diluted,3.4631,3.4631,3.4585,3.4521,3.4518,3.452,3.3432,3.03,3.0294
Total_Assets,1481.0,1474.0,1349.9,1328.7,1330.5,1309.3,1268.4,1096.2,1073.1
Total_Liabilities,1332.1,1328.9,1209.3,1194.6,1197.5,1180.5,1145.1,994.7,976.6
