AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.682,0.469,0.407,-0.088,-0.033,0.031,0.199,1.257,0.504,1.316,0.376,0.288
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1714.5,1574.4,1521.2,1498.6,1324.0,1236.3,1408.7,1177.5,1231.3,1286.6,1292.4,1265.1
Revenue,105.1,100.2,84.2,72.1,65.2,72.5,70.2,138.3,68.8,75.3,70.3,141.6
Shares_Diluted,137.056,132.335,129.334,124.255,118.296,117.17,116.239,115.8945,125.88,114.298,113.744,112.667
Total_Assets,3251.8,3028.9,2924.5,2869.7,2691.5,2600.0,2791.2,2578.6,2583.9,2624.0,2504.0,2468.5
Total_Liabilities,1752.8,1627.4,1561.8,1542.0,1358.1,1291.5,1453.7,1222.2,1268.5,1332.3,1330.9,1304.5
