AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.069,0.009,0.007,-0.06,0.076,-0.004,0.015,0.005,0.033
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,17.8,17.5,17.3,18.0,25.4,20.3,23.6,25.8,25.8
Shares_Diluted,,,,,,,,,
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
