AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,1.141,-2.302,0.215,0.104,0.183,0.648,-0.832,-1.939
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,568.3,629.7,669.2,630.8,631.9,620.0,570.0,210.0
Revenue,16.1,18.7,18.4,19.3,19.6,18.3,16.6,12.1
Shares_Diluted,47.9775,48.8874,49.1355,49.9873,50.4736,51.1576,51.2993,52.3003
Total_Assets,1065.1,1096.9,1252.6,1214.2,1226.2,1211.2,1167.6,1377.4
Total_Liabilities,574.7,651.2,681.8,641.7,643.1,627.0,604.6,766.5
