AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.186,-2.195,0.296,-0.018,-0.804,-0.149,0.047,0.042
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,98.4,98.4,98.4,98.4,98.3,98.3,98.3,98.3
Revenue,48.2,69.6,74.3,78.8,85.7,84.2,73.5,68.0
Shares_Diluted,95.887,95.4655,94.05,90.945,84.934,84.894,87.969,91.346
Total_Assets,8668.6,9412.8,11520.0,11534.7,11927.1,12441.8,12186.5,12892.0
Total_Liabilities,7755.7,8569.2,10446.3,10462.9,10904.7,11376.9,11127.5,11770.9
