AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-1.44,-1.798,-0.012,-2.725,-2.219,-1.308,-2.69,3.361,-2.67,-4.066,-3.747,-4.109,-1.53,0.519,1.125,0.81,0.996,-0.065,1.7990000000000002,8.889
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,124.8,125.3,125.8,126.7,112.9,113.3,124.0,123.0,128.0,124.2,124.0,122.3,120.1,117.0,117.0,122.8,123.2,123.5,124.1,124.4
Revenue,10.4,9.9,12.3,11.7,6.6,6.3,6.8,5.2,2.9,3.1,3.4,1.3,11.3,14.9,15.4,14.6,15.5,14.0,15.8,15.1
Shares_Diluted,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342,0.7342
Total_Assets,49.2,49.0,50.1,49.8,52.2,50.5,52.2,52.6,52.1,50.0,53.6,57.6,57.2,59.7,62.5,62.6,59.2,58.9,61.3,60.4
Total_Liabilities,142.0,140.8,140.6,140.2,140.7,137.3,138.1,135.4,135.5,127.5,128.0,129.3,125.9,127.3,130.4,131.3,128.6,129.0,131.3,131.8
