AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.294,0.018,0.188,0.033,1.132,0.824,0.553,0.025,0.35,0.245,-0.259,-0.7020000000000001,-0.18600000000000005,-0.442,-3.2460000000000004,-3.717
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,255.5,255.4,255.3,255.3,255.2,255.2,255.1,255.1,255.0,255.0,254.9,254.9,254.8,254.7,254.7,254.6
Revenue,20.7,10.0,25.1,21.7,52.0,30.0,39.8,41.4,105.4,60.6,60.2,121.4,189.9,204.8,520.5,556.1
Shares_Diluted,87.0939,86.9589,86.4664,86.4382,86.1898,85.9621,84.79,84.7448,84.4632,84.2171,83.1343,83.0921,83.0581,82.9652,82.9451,83.0892
Total_Assets,2156.2,2216.0,2322.6,2455.0,2606.8,2702.6,2948.5,3054.7,3213.4,3321.8,3568.2,3792.0,4598.6,4563.4,5287.5,6536.5
Total_Liabilities,1808.3,1848.3,1938.4,2071.8,2202.6,2276.0,2420.6,2516.6,2682.7,2836.8,3060.5,3258.8,4008.0,3979.1,4733.2,5763.9
