AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.617,0.653,0.707,0.984,0.857,0.939,1.34,0.902,0.825,0.379,0.715,0.6,0.706,0.561,0.638,0.7120000000000001
Goodwill_Intangibles,4.8,4.7,4.3,4.2,4.2,4.1,3.8,3.3,3.1,3.0,3.2,3.2,3.2,3.3,3.4,3.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,11.7,11.6,11.6,11.6,11.6,11.6,11.6,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.0,8.2,8.4,9.1,8.4,8.0,9.1,8.5,8.7,8.6,9.1,8.6,8.3,8.8,9.0,8.3
Shares_Diluted,2.6153,2.6404,2.6322,2.6335,2.6276,2.611,2.608,2.589,2.58,2.5877,2.6145,2.5780000000000003,2.572,2.5725,2.5746,2.5695
Total_Assets,937.0,958.9,919.7,928.1,923.2,936.7,861.4,867.4,871.7,737.6,719.9,715.3,686.0,697.6,716.7,715.3
Total_Liabilities,843.9,865.0,826.3,836.2,833.6,849.1,775.9,785.0,791.4,659.4,642.1,639.3,611.4,624.7,645.1,645.2
