AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,6453.8,6874.1,5250.6,4924.2,4432.2,4880.9,3774.1,4063.8,4652.0,5072.9,5350.7,6396.0,5237.9
Current_Liabilities,3053.2,4780.5,3885.3,2805.5,2771.8,4562.4,3029.3,2557.5,2963.6,3743.1,3422.5,3794.0,2350.5
Diluted_EPS,1.19,1.96,1.233,-0.458,1.213,-7.735,0.34,-0.882,1.376,0.185,0.706,1.386,0.909
Goodwill_Intangibles,167.9,158.9,140.8,129.3,123.7,145.9,171.8,174.9,161.7,167.7,147.8,171.7,155.4
Inventory,2386.8,2141.4,1890.3,1549.3,1383.8,1448.2,1587.4,1544.3,1807.0,1833.2,1814.5,1845.2,1553.2
LT_Debt,6310.5,5040.5,5091.8,5784.2,6423.1,8508.2,7148.1,7021.5,7020.4,6036.4,4939.2,5404.0,4822.5
Revenue,7904.7,8117.0,6246.2,5726.9,4790.6,9916.2,5165.8,5241.9,5961.5,5825.2,5534.2,6363.9,5435.0
Shares_Diluted,637.9431,637.2831,632.5169,620.791,622.1984,617.9,620.6738,617.0,620.5,618.0,613.8,613.8141,610.9859
Total_Assets,21982.1,21854.3,20531.6,18791.1,20465.6,24718.5,25333.7,24480.6,27360.2,27421.4,25543.7,29010.8,24136.6
Total_Liabilities,11675.3,12028.9,11883.1,11160.5,12536.3,16854.2,13736.1,13025.5,13693.6,13500.5,12300.3,13615.2,11003.9
