AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,,-6.246,0.883,-10.628,55.301,0.638,9.462,-1.676,0.318,0.292,0.277,0.245,0.36,0.254,0.15,0.176,0.216,0.236,0.11
Goodwill_Intangibles,,0.4,1.0,1.0,1.9,2.0,151.5,152.3,240.6,242.2,239.2,240.8,241.2,242.8,244.5,235.5,236.9,262.5,221.1
Inventory,1.5,4.0,1.3,2.0,0.3,0.3,2.0,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3901.8,1682.5,1680.7,1833.3,2084.3,2572.2,3339.7,3340.4,1724.9,1684.7,1469.6,1460.1,1542.4,1372.9,691.6,544.9,436.7,544.0,371.4
Revenue,78.3,30.3,47.8,48.1,32.0,50.8,143.6,54.3,43.5,39.9,38.0,37.4,40.2,29.6,22.3,19.7,21.8,14.8,11.6
Shares_Diluted,,13.8832,13.7387,13.0307,11.0459,11.0925,12.8779,11.6595,53.244,52.287,51.162,51.093,48.228,43.788,36.111,25.64,30.657,18.26,18.23
Total_Assets,6290.6,3253.2,3522.1,3610.6,4084.1,4840.5,4802.2,4767.7,3252.0,3209.0,2850.8,2829.4,2899.6,2566.6,1637.2,1233.3,1126.0,979.7,809.0
Total_Liabilities,4119.9,1844.7,1841.8,1996.0,2629.6,3989.2,3934.6,3956.1,1846.4,1829.8,1603.6,1592.8,1670.0,1474.7,793.4,641.4,769.1,624.4,440.3
