AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017,09/30/2016
Current_Assets,1722.5,2964.7,2835.7,1615.8,1540.1,1404.8,1402.3,1360.1,1255.8,1145.0,1355.7,1456.0,1300.4
Current_Liabilities,652.8,968.0,935.7,691.2,567.1,630.4,840.2,845.1,564.4,496.0,586.6,691.8,701.2
Diluted_EPS,1.445,1.647,1.258,1.479,1.643,1.204,1.38,1.223,0.803,2.014,1.461,1.514,1.412
Goodwill_Intangibles,618.0,351.2,359.9,428.1,395.9,421.9,431.9,424.4,408.6,444.2,527.1,569.6,529.1
Inventory,553.5,393.4,326.4,660.2,485.2,565.9,512.5,538.6,481.3,517.0,525.7,626.4,465.3
LT_Debt,955.6,816.6,867.5,925.8,992.8,846.4,667.7,462.9,666.0,683.5,794.1,858.0,757.3
Revenue,1053.6,892.3,814.1,768.2,734.7,1744.8,1831.7,1702.7,1596.3,1618.8,1934.0,2034.1,1684.1
Shares_Diluted,103.95,100.9711,100.6283,100.714,100.4569,117.4942,117.8058,101.4603,116.3793,86.3811,117.425,118.225,117.375
Total_Assets,3366.8,4034.5,3869.4,3682.0,3621.2,3538.1,3550.5,3466.1,3184.4,3172.1,3620.3,3936.2,3358.1
Total_Liabilities,1851.6,2025.3,1999.3,1878.9,1855.3,1801.9,1840.4,1618.3,1554.7,1485.5,1830.2,2044.1,1931.5
