AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9273.4,9638.0,9912.1,9548.4,9264.3,9012.3,9042.0,8888.4,8559.7,8254.1,10519.3,9734.8,9254.1,10112.6,10076.4,10518.3,11032.5,10704.8,12296.3
Current_Liabilities,7725.2,8131.4,8043.6,8413.8,7511.5,7655.0,7129.8,6327.5,6860.9,6802.4,8494.5,7729.7,7795.8,8625.8,8577.4,8818.2,8834.9,8448.9,10052.1
Diluted_EPS,0.44,0.359,0.469,0.504,0.66,0.65,0.503,1.035,0.471,0.105,0.306,0.283,0.362,0.036,0.3329999999999999,0.316,0.419,0.033,0.409
Goodwill_Intangibles,2332.0,2378.7,2482.3,2516.2,2551.1,2620.0,2342.7,1972.5,1516.1,1599.3,1862.9,2065.1,2308.8,2408.9,2594.1,2788.2,2895.3,3066.4,2106.1
Inventory,592.5,539.0,513.5,390.1,450.6,390.8,309.0,360.3,438.0,395.6,630.4,499.6,539.5,565.7,547.2,540.8,575.3,615.6,453.2
LT_Debt,6991.1,6867.2,7003.2,6212.6,6164.5,5725.0,5799.3,5769.4,5090.6,4955.5,4885.5,5197.8,5410.5,5892.3,4723.7,5049.2,5020.5,4751.8,4457.9
Revenue,4897.2,5003.0,4922.7,4797.2,4771.1,5033.9,4725.2,9163.3,4461.8,4593.4,4440.9,4583.7,4957.0,5266.2,5343.8,5427.7,5192.6,5395.1,5353.6
Shares_Diluted,511.4358,512.5858,482.1238,471.8373,471.6163,472.0637,469.4821,470.3112,475.0768,489.941,490.9437,490.7441,490.4831,490.4846,490.4831,490.2979,490.2895,490.2916,489.7177
Total_Assets,30563.0,31145.3,30895.1,29690.4,28348.8,28241.1,27231.7,25945.6,24825.3,24910.3,26536.8,26522.7,27736.3,29359.1,28948.7,29787.8,29590.6,28969.9,29380.1
Total_Liabilities,18131.4,18520.1,18643.1,18135.5,17006.4,16858.9,16210.7,15192.7,14615.0,14541.8,16125.0,15741.1,16203.3,17745.2,17237.4,17841.9,17839.1,17087.5,17630.4
