AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.036,0.16,0.122,0.08,0.05,0.16,0.223,0.26,0.2,0.29,0.33,0.34,0.26,0.34,0.295
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.5
Shares_Diluted,0.3498,0.3721,0.35,0.3539,0.396,0.3613,0.3314,0.3676,0.3634,0.37200000000000005,0.3788,0.3688,0.3625,0.3705,0.3575
Total_Assets,62.7,62.6,62.2,64.3,62.9,60.4,59.4,56.3,54.9,54.8,55.3,55.0,53.7,53.2,55.3
Total_Liabilities,50.7,50.4,50.1,52.3,50.8,48.2,47.3,44.3,43.0,42.7,43.4,43.1,42.1,41.5,43.7
