AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,2.286,-0.24,-0.139,-0.299,-0.675,-0.599,-0.789,1.373,-0.495,-0.461,1.274,-0.439,-0.6970000000000001,3.886,2.537,0.12,-0.544
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,917.9,1007.6,967.4,870.3,866.9,856.0,845.6,693.4,794.5,719.2,717.3,655.9,680.5,648.8,733.0,692.5,693.7
Revenue,67.9,67.8,65.4,63.1,60.3,58.0,50.4,46.7,46.6,45.5,44.1,43.9,44.4,45.8,47.4,46.9,45.6
Shares_Diluted,18.359,15.024,15.373,15.369,15.097,14.709,14.065,14.514,13.078,12.984,14.143,12.28,12.103,13.206,13.087,12.955,11.763
Total_Assets,1978.9,2033.3,2038.6,1947.6,1965.6,1940.1,1877.0,1499.8,1536.4,1464.2,1478.9,1392.8,1389.1,1392.4,1403.8,1347.8,1371.3
Total_Liabilities,1203.1,1287.2,1245.8,1141.5,1144.2,1142.7,1130.2,799.6,902.0,829.4,830.2,764.0,788.3,756.8,839.7,801.3,806.7
