AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0
Current_Liabilities,5.3,5.2,5.4,5.2,5.2,5.1,4.9,5.0,4.9,4.8
Diluted_EPS,-0.001,0.002,-0.002,0.0,-0.001,-0.001,0.0,-0.002,-0.001,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,127.8382,127.8382,127.8382,127.8382,127.8382,127.8382,152.735,103.2923,100.3212,98.5798
Total_Assets,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0
Total_Liabilities,5.3,5.2,5.4,5.2,5.2,5.1,4.9,5.0,4.9,4.8
