AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,8939.7,8019.8,8603.5,8205.8,7826.9,7357.6,7072.2,7138.8,7931.2,9481.1,9313.8,8892.7,8524.6,6090.4,6309.7,6386.7,6396.5
Current_Liabilities,4996.9,3749.9,4394.3,4418.1,3955.7,3819.5,3085.6,3430.7,3358.6,2515.2,2250.8,2626.4,2559.1,2199.0,2469.9,2569.7,2451.7
Diluted_EPS,0.389,0.353,0.343,0.351,0.181,0.149,0.189,0.078,-0.114,0.152,0.183,0.153,0.238,0.239,0.263,0.147,0.285
Goodwill_Intangibles,9992.7,9463.7,9378.2,9258.9,9120.6,9306.6,8991.4,9464.7,10463.0,4076.7,2018.0,4284.3,2132.4,2061.8,2036.0,1879.6,
Inventory,2818.1,2525.8,2306.0,2168.8,2041.5,1926.2,1944.1,2040.5,2318.2,1961.5,1996.6,2018.7,2143.4,2000.8,1865.9,1743.0,1656.7
LT_Debt,5575.6,6123.5,6049.9,5983.3,6191.1,6245.8,6582.9,6725.1,7726.1,1744.6,1742.3,1820.6,1837.3,1783.8,1772.1,1774.8,1802.3
Revenue,3597.7,3279.5,3141.3,2990.2,2706.8,2684.9,2616.3,2476.1,2275.3,2244.0,2164.9,2447.2,2456.7,2325.7,2310.4,2410.8,2316.8
Shares_Diluted,1304.0,1303.0,1304.0,1305.8,1303.0,1303.0,1303.0,1302.0,1266.0,1247.0,1246.0,1245.6,1148.0,1132.0,1133.0,1134.4,1133.0
Total_Assets,25272.7,23543.4,23863.6,23203.3,22221.9,21995.1,21309.0,21875.8,23940.2,16684.3,16515.9,16117.9,15788.6,13009.9,13052.1,12812.2,12667.7
Total_Liabilities,11751.8,11199.9,11889.0,11866.2,11625.5,11537.0,11195.0,11714.0,12993.7,5441.6,5274.4,5872.3,5720.5,5194.3,5127.5,5220.7,5127.7
