AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.576,0.838,1.018,1.176,0.929,1.487,0.583,0.552,0.257,0.514,0.287,0.345,0.238,0.37,0.345,0.349,0.253
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
Revenue,2.5,2.5,3.0,2.7,2.4,3.1,2.4,2.3,2.3,2.5,2.4,2.4,2.3,2.5,2.2,2.2,2.1
Shares_Diluted,0.9293,0.9389,0.9357,0.9678,0.9727,0.9696,0.9704,0.9692,0.9705,0.9724,0.9705,0.9731,0.9874,0.9872,0.9878,0.9859,0.984
Total_Assets,310.6,288.0,276.6,271.8,273.2,262.3,256.8,253.7,234.6,228.6,226.8,223.1,216.9,226.6,218.2,213.7,211.8
Total_Liabilities,285.0,262.5,251.9,247.4,249.7,239.6,235.6,233.1,214.5,208.9,207.6,204.2,198.2,208.1,200.1,196.0,194.4
