AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,2.447,1.441,2.183,1.337,0.953,0.747,0.713,0.873,0.504,-0.258,0.509,0.627,0.763,0.45799999999999996,0.08900000000000001,0.825
Goodwill_Intangibles,663.2,663.2,663.2,663.2,663.2,663.2,663.2,664.5,638.5,612.6,150.1,150.2,153.0,153.1,153.2,67.5
Inventory,6046.4,5743.1,5499.5,5904.2,5756.5,5625.2,5332.4,5422.9,5771.7,5893.2,3986.5,4253.7,4103.6,4116.2,3980.6,3269.1
LT_Debt,2950.7,3048.4,3302.1,3221.6,3082.6,3025.6,2928.4,3180.1,3769.7,3700.4,1940.8,2115.4,2091.6,2140.3,2209.6,1456.1
Revenue,1995.0,1703.1,2505.4,1858.8,1719.3,1417.8,1557.5,1699.4,1526.7,1345.7,1466.4,1105.1,1265.4,925.1,1457.9,1036.4
Shares_Diluted,118.931,122.657,124.947,125.77,130.259,131.246,132.437,131.433,130.364,121.908,107.359,106.852,107.232,111.66799999999999,111.34200000000001,113.44
Total_Assets,8650.2,8518.0,8727.8,8403.0,8138.8,7975.5,7738.0,7834.4,8322.3,8262.4,5245.7,5339.9,5177.8,5190.4,5264.4,4331.7
Total_Liabilities,4475.7,4467.9,4801.9,4716.6,4539.3,4404.0,4233.5,4415.1,5022.9,4973.5,2708.0,2859.7,2779.1,2799.7,2849.2,1998.2
