AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.016,0.032,0.028,0.003,-0.029,0.02,0.271,0.078,0.029,-0.135,-0.076,0.049
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.3,2.1,2.0,2.0,1.9,1.9,1.9,4.0,1.9,2.0,2.2,2.2
Shares_Diluted,4.618,4.788,4.885,5.29,4.875,3.606,5.29,5.29,5.29,,,
Total_Assets,275.8,263.3,283.4,281.0,287.3,285.3,311.6,238.6,236.7,,,
Total_Liabilities,189.7,174.9,194.1,188.6,192.8,187.0,259.6,187.9,186.4,,,
