AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,4.786,3.159,3.828,3.031,3.576,2.853,2.713,2.511,1.89,1.094,1.432,1.3230000000000002,1.077,0.634,1.15,1.013
Goodwill_Intangibles,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4
Inventory,2816.3,2582.6,2452.4,2353.1,2076.5,1960.5,1916.6,1843.4,1830.8,1822.5,1769.5,1827.1,1763.5,1730.8,1674.5,1751.5
LT_Debt,887.4,897.0,962.0,908.0,814.1,821.2,871.9,783.3,782.8,800.7,754.8,849.7,828.7,873.6,821.0,879.6
Revenue,1040.7,860.8,1051.8,904.3,961.0,828.8,906.4,847.9,714.2,577.6,742.2,653.3,623.7,481.1,722.5,567.8
Shares_Diluted,28.59,29.072,29.622,30.028,30.093,29.743,29.518,29.286,28.836,29.009,29.186,28.59800000000001,28.09,27.97,28.179000000000002,28.906
Total_Assets,3493.3,3306.5,3239.9,3046.6,2861.4,2709.6,2643.0,2420.6,2327.7,2199.0,2105.6,2181.6,2089.2,2071.8,2021.6,2058.3
Total_Liabilities,1675.1,1602.8,1615.7,1502.1,1394.9,1356.1,1384.3,1245.8,1233.3,1161.3,1102.1,1227.0,1185.0,1200.3,1166.3,1223.1
