AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.048,1.304,0.574,0.813,0.69,0.59,0.85,-0.51,0.6920000000000001,0.85,0.63,1.198,-0.45,1.517,0.386
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6
Revenue,8.7,9.0,8.8,8.1,8.0,7.8,7.8,8.1,8.2,8.7,8.8,8.9,9.3,25.1,8.3
Shares_Diluted,2.7517,2.7517,2.7517,2.7517,2.7517,2.7356,2.7235,2.7294,2.7517,2.7529,2.7683,2.7517,2.7517,2.7517,2.7517
Total_Assets,1226.6,1248.1,1228.4,1209.0,1182.0,1100.7,1065.0,897.3,916.3,898.6,933.8,936.4,926.9,969.1,944.4
Total_Liabilities,1141.0,1147.4,1130.3,1110.2,,,,,,,,0.0,0.0,0.0,0.0
