AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.09,0.13,0.06,0.05,0.06,0.1,0.09,0.14,0.11,0.108,-0.07,0.18,0.02,0.0289999999999999,0.08,0.05,0.02,0.12,0.11,0.09
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.2,2.1,2.0,1.8,1.8,1.9,1.9,1.9,1.7,1.8,1.8,1.7,1.8,1.9,1.9,1.9,1.8,1.8,1.8,1.7
Shares_Diluted,1.9889,2.0615,1.95,2.1591,1.95,2.1901,2.1778,2.0786,2.0364,1.8224,2.0286,2.0780000000000003,2.4,2.0066,2.125,2.26,2.5,1.8083,2.0364,2.1333
Total_Assets,251.0,242.2,232.7,234.9,235.1,229.5,223.9,222.4,224.6,212.8,213.0,217.6,202.5,198.8,186.5,180.2,182.9,181.4,181.6,179.4
Total_Liabilities,228.7,219.6,210.4,212.4,212.3,206.7,201.4,200.0,202.5,190.8,191.1,195.4,180.7,177.0,164.7,158.6,161.2,159.6,160.0,158.0
