AAII_QTR_DATA,10/31/2022,04/30/2022,10/31/2021,04/30/2021,10/31/2020,04/30/2020,10/31/2019,04/30/2019,10/31/2018,04/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-1.501,-2.072,0.12,0.871,1.443,-0.957,0.909,1.222,-0.083,-0.214
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,149.1,104.2,112.0,115.5,92.9,96.3,80.3,86.3,87.8,107.4
Revenue,109.9,105.6,110.6,103.8,104.8,103.1,105.0,105.1,105.6,104.2
Shares_Diluted,233.4047,233.4047,233.4047,233.4047,211.649,211.649,201.8644,201.8644,201.8465,201.8823
Total_Assets,4976.2,5390.6,5967.7,6002.0,5298.3,5092.4,5097.5,4979.7,4821.1,4921.6
Total_Liabilities,301.8,161.8,172.3,151.5,110.3,137.0,104.6,105.7,128.7,144.3
