AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.709,0.599,0.563,0.715,0.735,0.829,0.713,0.802,0.439,0.396,0.623,0.649,0.659,0.623,0.62,0.62
Goodwill_Intangibles,1931.9,1934.1,1932.8,1854.1,1855.3,1850.2,1843.5,1842.3,1815.0,1505.3,1506.9,1508.6,1510.4,1512.1,1513.9,1515.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,286.0,285.6,285.2,281.1,280.7,280.2,279.8,279.4,279.0,236.5,236.2,235.8,235.5,235.2,234.9,234.6
Revenue,227.8,202.8,195.2,194.1,200.2,205.7,208.9,210.3,198.7,180.5,183.9,190.4,199.2,189.1,187.5,185.0
Shares_Diluted,134.8637,136.4352,131.2486,128.9602,129.034,128.8909,129.5271,129.455,119.8878,101.3992,101.5089,101.7117,102.0478,102.1627,103.1557,103.934
Total_Assets,28777.9,29365.5,29328.9,27507.5,27190.9,27030.8,26184.2,25931.3,26235.0,20370.7,19662.3,19751.5,19882.5,19645.1,19250.5,19187.6
Total_Liabilities,24290.8,24770.4,24610.3,23076.8,22797.2,22698.1,21886.6,21663.9,22037.1,17027.0,16298.5,16397.1,16548.7,16358.2,15998.9,15936.5
