AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.325,-0.074,-0.045,-0.011,-0.2,-0.047,-0.026,0.202,-0.015,-0.248
Goodwill_Intangibles,241.9,245.2,248.5,252.0,255.5,259.1,263.1,265.9,269.3,270.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1869.5,1658.4,1643.5,1664.9,1453.1,1361.5,1393.2,1272.8,1345.1,1176.8
Revenue,143.9,137.5,131.6,126.3,123.7,125.3,119.2,112.7,112.3,112.2
Shares_Diluted,64.023,61.036,59.773,58.038,56.337,54.928,54.713,52.295,50.5274,50.468999999999994
Total_Assets,3898.6,3689.6,3527.9,3533.2,3223.5,3123.5,3067.0,3004.3,2862.0,2718.9
Total_Liabilities,2422.4,2181.4,2146.7,2174.6,1885.7,1759.2,1779.4,1680.5,1668.0,1497.9
