AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.342,0.15,0.047,0.09,0.391,0.371,0.423,0.493,0.546,0.565,0.565,0.928
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3097.7,3084.4,3076.4,3135.7,2960.2,2830.4,2551.4,2115.2,2067.8,2321.7,2017.8,2004.0
Revenue,147.0,136.9,119.6,95.6,86.0,86.6,81.1,75.8,76.2,74.0,72.0,73.2
Shares_Diluted,170.8354,170.8957,170.8981,170.8957,170.8667,170.0468,169.1838,168.2519,167.2811,167.2595,167.3934,153.1847
Total_Assets,5671.8,5665.8,5681.2,5770.2,5625.0,5480.4,5164.9,4698.6,4605.3,4802.6,4444.3,4391.7
Total_Liabilities,3165.6,3152.1,3136.7,3182.5,3001.4,2873.0,2582.2,2151.7,2106.2,2360.4,2048.1,2041.7
