AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.021,-0.358,-3.401,-2.132,-1.767,0.124,0.25,0.087,0.372,0.274,0.166,1.028,-1.4409999999999998,0.089
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1452.0,1643.4,1955.3,2051.5,1987.4,1470.0,841.3,315.1,191.8,81.9,35.6,0.0,0.0,0.0
Revenue,6.8,7.4,11.7,16.4,16.9,16.6,13.0,10.3,9.2,8.8,8.6,9.2,6.7,4.2
Shares_Diluted,24.9254,24.5868,24.5054,24.458,24.643,24.6927,25.4055,25.503,25.503,25.503,25.503,,,
Total_Assets,2599.2,2946.2,3305.8,3284.6,3198.2,2577.9,1835.6,1600.6,534.9,509.7,308.8,,,
Total_Liabilities,2354.8,2709.7,3040.8,2917.4,2776.8,2086.5,1334.5,1103.8,220.3,261.3,86.8,,,
