AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-3.005,-0.253,-3.206,-0.279,1.37,0.492,0.753,0.241,0.102,0.308,-0.22,-1.258,-0.4920000000000001,0.4,-1.016,1.016,0.063,-0.526,0.096
Goodwill_Intangibles,137.9,139.8,139.1,241.1,237.3,235.2,35.6,32.5,29.7,27.4,27.1,24.7,21.6,18.3,14.5,10.7,7.2,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2935.7,2928.1,2845.3,2555.5,2170.6,2159.7,1688.4,1613.6,1405.6,1413.7,1316.6,1393.9,1477.8,1549.2,1491.8,1355.6,1316.4,0.0,0.0
Revenue,4.8,143.4,147.0,145.2,205.0,160.5,139.5,120.2,110.2,114.6,93.7,46.1,80.6,130.9,114.0,197.4,98.3,114.6,109.7
Shares_Diluted,33.9791,33.2361,33.0101,32.8315,33.3231,28.8196,30.5038,30.0508,29.62,27.6213,27.4592,27.2334,27.0157,10.655,27.0013,27.0013,26.7098,,
Total_Assets,3502.1,3613.7,3540.0,3350.0,2992.6,2946.6,2347.9,2221.5,1992.1,2009.1,1917.5,1974.6,2117.3,2201.9,2092.6,1866.1,1807.4,,
Total_Liabilities,3045.9,3066.1,2990.9,2701.8,2342.6,2342.7,1836.5,1737.2,1520.1,1542.7,1464.5,1520.3,1633.8,1713.1,1631.5,1487.2,1444.2,,
