AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.18,-1.17,-1.092,-1.857,-0.316,-1.192,-1.286,-2.786,3.785,0.198,1.238,1.143,-15.699000000000002,-0.026,0.639
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,119.7,117.1,106.7,101.4,71.0,70.9,72.0,96.8,142.3,213.5,213.7,274.4,272.9,272.6,272.6
Revenue,5.3,4.5,3.7,3.3,3.3,3.4,3.4,5.0,4.9,5.7,6.7,7.0,7.1,9.6,10.1
Shares_Diluted,,2.7111,2.7111,2.7111,2.7111,2.7111,2.7111,2.7111,3.2636,2.7111,2.7111,2.7111,2.7034,2.6962,2.6889
Total_Assets,216.5,214.7,208.5,212.1,234.0,242.2,240.6,263.2,319.9,328.0,326.6,385.5,380.1,427.3,435.9
Total_Liabilities,122.6,119.7,110.3,111.0,127.8,135.2,130.3,149.4,198.6,219.1,218.2,280.5,278.1,279.2,284.0
