AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.766,0.426,0.729,0.532,0.535,0.335,0.304,-0.972,0.123,-0.362,0.03,0.64,0.379,0.259,0.62,1.611,-0.215
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,108.8,108.8,123.2,145.8,147.2,137.3,113.3,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,154.2,119.2,213.4,144.7,174.6,159.4,155.9,164.5,148.1,109.3,148.2,373.6,318.6,347.3,310.3,453.1,320.4
Shares_Diluted,89.8389,89.9205,85.4665,88.1009,85.0968,84.5868,84.5738,81.6001,93.6854,92.8069,93.0832,93.4213,93.1758,93.3336,93.2894,93.4084,92.5121
Total_Assets,1209.8,1131.9,1133.7,1096.9,1071.0,1020.5,984.3,949.9,1212.1,1234.7,1314.2,1428.0,1609.6,1708.5,1732.6,2175.3,1068.7
Total_Liabilities,355.1,345.7,388.4,413.6,434.4,430.5,423.4,414.5,583.6,617.9,664.9,763.2,1156.6,1288.4,1335.7,2230.7,369.4
