AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.337,0.307,0.317,0.272,0.18,0.169,0.19,0.199,0.177,0.18,0.121,0.193
Goodwill_Intangibles,109.2,110.2,109.6,110.1,109.2,97.6,97.9,97.6,98.0,98.6,99.1,99.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,187.1,2.8,3.1,3.4,400.0,0.0,0.0,0.0,255.0,0.0
Revenue,231.9,220.5,237.9,240.7,246.2,256.1,260.4,264.6,259.1,256.2,254.4,244.0
Shares_Diluted,236.4975,235.3794,236.7028,236.8725,236.3821,233.6328,256.8124,261.813,263.4775,268.2697,275.0394,281.1729
Total_Assets,26802.1,25822.9,26023.2,26607.0,27194.1,26677.5,26698.8,26725.2,27064.1,26545.6,26229.0,25518.5
Total_Liabilities,23988.1,23052.3,23313.2,23937.2,24571.2,24082.8,24076.8,23793.8,24137.2,23589.8,23223.7,22483.3
