AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
Current_Liabilities,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1
Diluted_EPS,-0.004,-0.006,-0.007,-0.009,-0.008,-0.01,-0.006,-0.007,-0.006999999999999999,-0.005,-0.006,-0.005,-0.006999999999999999
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2
Shares_Diluted,11.5998,11.5998,11.4697,11.3181,11.4915,11.4417,11.3998,11.3998,11.3998,11.3998,11.3998,11.7198,11.3998
Total_Assets,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
Total_Liabilities,0.5,0.5,0.4,0.4,0.3,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1
