AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.476,-0.018,0.37,0.358,0.376,0.333,0.359,0.355
Goodwill_Intangibles,63.4,61.2,50.9,51.1,51.4,51.6,51.9,52.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,70.4,70.4,70.9,11.7,11.6,11.6,11.6,11.6
Revenue,35.9,23.3,20.4,20.2,19.7,18.8,18.5,17.6
Shares_Diluted,16.5291,11.8927,11.182,11.1774,11.2866,11.4871,11.4871,11.4982
Total_Assets,2991.6,2177.8,1898.5,1852.5,1794.2,1761.9,1724.3,1684.2
Total_Liabilities,2696.1,1943.1,1674.7,1632.8,1580.3,1546.8,1515.9,1480.5
