AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-8.485,16.827,32.556,22.51,6.319,2.181,-5.716,31.033,0.801,-4.198,-32.915,19.02
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2635.0,2634.0,2634.0,2640.0,2649.0,1068.5,317.7,317.7,0.0,0.0,0.0,0.0
Revenue,,3968.0,6457.0,4277.0,1738.0,1548.0,259.5,5382.2,659.6,184.1,,4935.2
Shares_Diluted,83.675,87.8959,89.1688,89.9599,92.585,94.4643,94.4643,94.4643,,,,
Total_Assets,311058.0,302970.0,316205.0,352641.0,375559.0,364372.5,366657.4,355242.3,,,,
Total_Liabilities,302635.0,293996.0,306642.0,343067.0,365165.0,354114.3,356266.9,345258.4,,,,
