AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.057,0.047,-0.144,0.268,0.56,0.171,-0.093,-0.045,-0.057,-0.018000000000000002,0.648,0.045,0.014,0.10800000000000001,-0.07400000000000001,0.104
Goodwill_Intangibles,48.1,34.4,37.9,66.9,56.9,24.1,26.4,27.9,29.9,31.7,34.3,35.7,38.1,40.8,44.4,47.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,961.7,849.9,885.0,944.7,890.4,928.0,1028.6,1054.3,1104.9,1156.1,931.7,934.5,935.2,963.4,964.1,1048.1
Revenue,55.3,56.1,56.0,55.2,102.3,50.1,47.7,46.5,44.6,52.9,58.1,58.9,57.4,59.7,63.7,64.2
Shares_Diluted,85.257,85.23,83.648,88.851,88.6975,88.494,80.058,80.051,79.976,79.90899999999998,109.451,80.54,80.156,79.931,79.727,80.45
Total_Assets,1978.6,1859.9,1902.1,1979.7,1858.4,1857.8,1950.0,1983.6,2032.3,2106.7,1918.6,1865.8,1873.9,1922.1,1928.4,2043.5
Total_Liabilities,1093.7,975.6,1025.1,1093.1,1028.9,1058.3,1167.6,1197.3,1245.0,1314.0,1090.3,1094.9,1089.4,1119.6,1116.5,1206.7
