AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.041,0.049,0.099,0.047,0.038,0.112,0.099,0.102,0.075,0.062,0.051,0.091,0.059,-0.08900000000000001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,46.8,46.8,46.8,46.8,39.6,39.6,39.6,39.5,39.5,39.4,39.4,39.3,39.2,39.3
Revenue,12.6,10.0,11.0,9.5,8.2,7.5,7.8,8.1,8.5,9.2,9.0,9.8,10.3,9.3
Shares_Diluted,52.2261,36.465,24.9489,24.9479,24.9441,24.9434,24.9434,24.9434,24.9396,24.9115,23.6883,23.6877,23.6877,23.6877
Total_Assets,1130.3,1129.9,1048.9,1050.0,1042.0,567.4,621.5,637.8,655.7,664.0,657.9,657.4,657.4,659.4
Total_Liabilities,882.3,880.9,879.6,881.0,871.8,453.2,507.9,523.4,541.7,550.1,549.4,548.2,548.6,550.2
