AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.261,1.073,1.316,0.8,0.542,0.985,-0.132,0.43,0.555,0.336,0.236,0.26899999999999996
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,8270.9,8399.3,8470.8,8633.7,8606.1,8541.4,2983.4,2895.6,2947.5,4049.7,8267.7,10288.2
Revenue,44853.6,80649.6,120917.3,75377.2,42089.6,66862.0,34448.5,59662.0,38934.6,61643.2,31248.1,49464.6
Shares_Diluted,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941,5652.941
Total_Assets,724174.0,688892.5,629620.1,587210.8,551780.2,515228.1,481846.9,450572.9,454429.2,445466.8,411635.6,378104.3
Total_Liabilities,653314.8,619089.8,562984.8,525631.8,491998.9,460677.7,434708.9,402748.4,404097.3,397653.0,365294.0,333861.8
