AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.09,0.04,0.085,0.038,0.026,0.129,0.059,0.092,0.044,0.034,0.036,-0.002,-0.038,0.002,0.033,0.018,0.025,0.01,0.012
Goodwill_Intangibles,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,1.0,1.1,0.7,0.7,0.7,0.7,0.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,17.3,17.4,17.5,17.7,17.8,17.9,18.0,23.3,23.4,23.5,23.6,23.5,23.6,23.8,19.3,19.1,19.2,19.3,19.4
Revenue,3.0,3.1,3.1,3.0,2.8,2.8,2.7,2.6,2.4,2.4,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1
Shares_Diluted,11.0805,11.0726,10.978,10.7676,10.7221,10.6543,10.635,9.4025,9.3093,9.3212,9.291,9.2696,9.2628,7.8858,7.6523,7.6503,7.6377,7.6312,7.6263
Total_Assets,67.4,67.4,68.0,66.9,66.4,66.5,65.8,71.4,64.7,64.9,65.5,66.0,66.8,67.7,58.1,58.0,58.4,58.6,58.9
Total_Liabilities,18.8,19.0,19.4,19.3,19.4,19.4,19.5,25.0,24.8,24.9,25.2,25.4,25.7,25.6,21.7,21.3,21.4,21.4,21.3
