AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.713,0.69,-1.802,0.202,0.179,0.195,0.364,0.057,-0.049
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,323.4,362.0,408.5,396.2,432.1,403.8,361.1,313.8,228.8
Revenue,13.4,20.6,15.0,18.0,17.3,16.7,16.2,14.8,13.8
Shares_Diluted,21.303,20.637,20.445,20.445,20.445,20.445,20.445,20.445,20.417
Total_Assets,552.7,590.1,620.4,655.1,692.8,668.6,628.5,579.8,499.1
Total_Liabilities,322.0,369.5,415.1,405.7,440.4,412.7,369.5,321.1,234.3
