AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-3.322,-1.148,-1.789,-0.587,-0.142,-0.185,0.101,-0.189,0.14800000000000002,0.267,0.444,0.27899999999999997,0.025,0.23600000000000002,0.147,0.23
Goodwill_Intangibles,52.8,146.3,147.9,210.0,211.6,213.1,214.7,216.3,217.9,219.5,221.1,223.0,225.1,227.2,229.3,234.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,146.6,147.8,145.4,146.6,144.6,120.0,121.5,122.9,126.3,126.1,129.6,131.2,132.4,132.2,148.8,178.3
Revenue,163.8,158.6,166.7,167.4,150.2,147.2,159.5,165.1,136.0,132.7,138.5,131.7,122.8,118.3,124.9,125.3
Shares_Diluted,26.4535,26.7874,27.509,27.938,27.9049,27.8278,27.7522,27.7398,27.9137,28.549,28.8737,29.1684,29.3528,29.5446,26.7748,26.0469
Total_Assets,2029.9,1836.4,1980.8,2248.1,2351.6,2014.8,2089.4,2148.4,2166.4,1880.5,1939.7,1842.9,1934.0,1677.0,1768.7,1825.3
Total_Liabilities,1849.4,1554.6,1637.7,1843.1,1926.8,1587.3,1647.0,1705.3,1703.9,1431.2,1490.9,1397.6,1495.1,1241.9,1343.4,1434.8
