AAII_QTR_DATA,04/30/2022,10/31/2021,04/30/2021,10/31/2020,04/30/2020,10/31/2019,04/30/2019,10/31/2018,04/30/2018,10/31/2017
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,,0.077,0.415,0.638,-0.354,0.187,0.187,0.189,0.19,0.195
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,21.5,29.7,29.7,29.7,29.7,29.7,37.7,49.5,49.5,6.6
Revenue,39.2,40.9,42.5,43.6,43.9,44.4,44.4,44.8,45.0,45.9
Shares_Diluted,,207.5092,207.3048,207.1535,206.9965,206.8754,206.8754,206.8754,206.8754,206.8754
Total_Assets,,2247.1,2273.4,2213.9,2119.2,2236.5,2175.7,2118.8,2138.8,2174.2
Total_Liabilities,28.5,43.9,52.4,42.8,42.6,49.6,47.2,83.5,67.3,44.2
