AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.953,0.999,0.973,0.911,0.925,0.895,0.949,1.253,1.06,1.052,1.013,0.305,0.4,0.8390000000000001,0.8909999999999999,0.865,0.775,0.914,0.934
Goodwill_Intangibles,153.8,154.2,154.5,154.8,154.8,154.5,153.4,153.1,152.0,150.1,146.1,146.1,147.4,148.5,148.1,147.7,147.4,147.7,147.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1507.8,9.7,1.8,6.0,9.1,12.6,4.0,2.2,3.8,0.8,0.8,1.5,756.5,2.4,257.4,4.5,2.0,8.7,1.5
Revenue,308.9,286.4,263.1,238.3,211.8,210.5,217.0,211.1,209.7,214.7,223.1,213.3,221.5,226.7,231.7,238.4,227.9,232.8,224.8
Shares_Diluted,124.259,130.5149,125.1171,125.9161,126.6469,127.2747,127.9751,128.3864,122.4018,122.3315,122.2664,122.2642,122.7922,123.4664,118.9115,121.0018,121.2874,116.3021,116.8232
Total_Assets,32004.9,31875.9,32602.6,33435.4,34986.8,36689.1,34497.5,33856.2,33269.8,32923.0,31453.8,30496.1,26793.0,26065.8,25876.5,25772.2,25033.5,25463.8,25062.4
Total_Liabilities,29339.3,29410.6,30251.0,30776.5,32026.2,33251.8,31016.9,30370.5,29957.2,29525.9,28148.2,27138.3,23542.0,22931.1,22773.9,22603.4,21995.7,22532.5,22259.3
