AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.079,0.071,0.097,0.171,0.099,0.126,-0.031,0.061,0.081,0.042,-0.041,0.078,0.064,0.073,0.818
Goodwill_Intangibles,10.0,10.7,9.4,8.9,9.5,10.5,10.5,11.2,12.0,12.6,12.2,11.9,12.5,98.7,100.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3053.9,3028.1,3079.2,3073.5,3027.7,3027.0,3026.5,2817.5,2957.9,2652.3,2665.1,2565.8,2541.6,2541.2,2609.7
Revenue,202.0,195.7,191.3,188.6,191.5,187.0,187.3,178.8,185.8,176.3,175.0,171.8,169.0,172.3,175.1
Shares_Diluted,233.046,229.45,222.811,222.326,222.268,222.101,218.549,222.088,220.623,211.342,205.277,209.005,208.999,210.34,211.44400000000002
Total_Assets,6814.9,6889.7,6775.6,6725.4,6696.6,6790.7,6774.6,6644.5,6824.2,6638.7,6323.0,6240.5,6242.6,6188.5,6328.7
Total_Liabilities,3602.2,3632.1,3669.5,3624.4,3567.3,3616.5,3562.2,3359.7,3483.9,3280.7,3181.3,3087.5,3045.1,2932.5,2975.1
