AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.669,0.518,0.463,0.323,0.438,0.446,0.305,0.485,0.467,0.45399999999999996
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Revenue,6.9,6.7,6.6,6.9,7.4,7.2,7.4,7.6,7.5,7.0
Shares_Diluted,4.1845,4.176,4.1723,4.2461,4.3505,4.3597,4.3515,4.3362,4.3373,4.3448
Total_Assets,821.3,811.6,780.0,712.7,737.2,700.6,690.7,685.5,714.7,681.3
Total_Liabilities,740.3,733.5,704.2,639.4,662.8,626.5,619.5,617.2,649.7,619.3
