AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.535,0.464,0.356,0.315,0.766,1.421,0.242,0.114,0.034
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,433.4,471.5,503.5,452.7,367.7,339.6,215.7,48.8,0.0
Revenue,17.0,16.7,13.2,10.5,15.5,26.1,4.5,3.1,2.0
Shares_Diluted,14.582,14.582,14.551,14.521,14.519,14.541,10.264,10.208,10.202
Total_Assets,706.8,746.8,775.2,721.7,635.0,600.0,456.2,244.5,195.1
Total_Liabilities,439.0,475.3,506.8,455.0,369.8,342.3,219.6,51.4,1.8
