AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-2.034,-2.307,-0.018,1.393,1.192,-1.085,0.713,0.557,-0.831,0.927,0.465,0.443,-0.1009999999999999
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.1,0.0,2.3,0.5,2.6,0.9,0.7,0.1,0.1,0.6,0.5,0.7,0.5
Shares_Diluted,10.3738,10.3738,10.3738,10.3738,10.3738,10.3738,10.3738,10.3738,10.3738,10.3738,10.407,10.3405,30.8815
Total_Assets,67.0,87.9,115.4,114.3,99.3,85.5,99.8,93.8,84.1,93.3,84.1,78.3,74.6
Total_Liabilities,1.4,1.3,4.8,3.6,2.9,1.6,4.6,6.0,2.0,2.7,3.1,2.3,2.4
