AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.04,0.064,-0.005,0.336,-0.124,-0.143,-1.94,-0.247
Goodwill_Intangibles,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9
Inventory,,,0.0,0.0,0.0,13.2,13.2,
LT_Debt,1546.8,1585.9,1590.6,1836.1,1872.0,1882.6,1607.5,1951.9
Revenue,84.5,86.6,345.9,115.6,86.4,87.3,323.0,117.8
Shares_Diluted,82.4597,82.3866,82.2082,83.9642,82.2098,82.2031,82.1489,82.1489
Total_Assets,1861.7,1911.0,2194.7,2203.9,2214.9,2245.9,2286.3,2401.0
Total_Liabilities,1604.6,1648.2,1917.8,1912.4,1940.5,1944.7,1963.8,2021.3
