AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,9630.3,10635.4,10487.8,11176.5,11744.3,10902.9,11308.4,11749.8,12318.5,12867.5,7334.7,6464.6,6600.5,6757.3,6645.1,6265.4,6262.3
Current_Liabilities,6108.1,6746.2,6521.4,7681.2,9642.9,9884.4,10103.9,10132.6,9978.1,10562.9,7275.4,6971.3,5228.2,5569.1,4645.0,4560.3,4157.6
Diluted_EPS,0.186,0.828,0.291,0.258,0.329,-0.218,0.257,-0.231,-0.859,-1.072,0.359,0.076,0.04,0.039,0.368,-0.327,-0.049
Goodwill_Intangibles,33274.8,33032.9,33067.9,34624.1,36230.6,38247.9,39156.5,39854.1,40396.9,42030.2,20783.1,20479.2,20373.6,21240.5,21211.4,22423.6,22563.4
Inventory,3664.3,3519.5,3380.4,3612.5,3797.3,3977.7,4081.9,4487.6,4942.2,5471.9,3022.0,2785.7,2639.6,2670.9,2763.5,2776.2,2708.8
LT_Debt,18069.4,18015.2,18724.5,19206.4,18762.5,19717.1,19854.3,20917.0,22102.2,22429.2,9101.5,8994.4,11197.8,11214.3,12460.5,12590.1,13086.9
Revenue,3729.1,3876.0,4078.2,4116.8,4191.7,4341.6,4536.6,4577.8,4430.3,3623.5,2972.1,2731.2,2619.2,3191.8,2961.7,2851.5,2495.5
Shares_Diluted,1205.6,1221.3,1218.1,1217.1,1213.1,1209.4,1212.6,1208.8,1207.5,854.4,517.7,517.2,517.0,519.5,516.2,515.5,515.0
Total_Assets,49290.2,50022.2,48662.6,51125.1,53466.9,54842.8,56070.4,57984.1,58979.2,61553.0,31243.1,30155.4,30145.9,31255.5,31053.5,31816.9,31906.6
Total_Liabilities,28362.3,28949.9,29480.3,31319.7,33019.2,34350.1,34929.1,36777.2,37564.5,38598.9,18695.2,18409.2,18883.2,19371.7,19590.1,19914.1,20015.0
