AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.09,0.109,0.119,0.098,0.608,-0.178,-0.084,0.028,0.235,0.14800000000000002,-0.208,3.7110000000000003
Goodwill_Intangibles,18.3,18.8,19.4,20.0,20.7,23.1,21.9,19.5,20.1,20.5,20.8,21.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,500.5,496.7,493.9,474.0,336.4,458.1,396.6,394.8,387.8,387.8,378.7,366.2
Revenue,17.6,17.3,16.9,14.2,13.8,13.8,13.9,12.9,13.7,13.2,14.7,17.6
Shares_Diluted,25.489,25.489,25.476,25.478,25.476,25.461,25.355,25.341,25.339000000000002,25.3385,25.289,27.741
Total_Assets,896.3,895.6,894.8,872.3,735.4,854.2,855.6,804.0,803.2,799.1,786.6,787.7
Total_Liabilities,528.3,525.6,523.6,502.2,364.6,501.6,486.5,432.3,422.0,416.5,401.8,389.4
