AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.001,-0.023,-0.017,0.006,0.002,-0.072,-0.043,-0.038,-0.04,-0.057,0.011
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.7
Revenue,0.3,0.3,0.3,0.2,0.5,0.2,0.2,0.3,0.3,0.2,0.2
Shares_Diluted,5.1887,5.1887,5.1888,5.7387,,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887
Total_Assets,1.0,1.0,1.0,1.0,0.9,1.0,1.1,1.2,1.2,1.2,1.5
Total_Liabilities,2.0,2.0,2.0,1.9,2.7,2.5,2.4,2.3,2.3,2.3,2.3
