AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,1.017,1.874,-1.118,0.554,0.584,1.285,1.449,-0.456,-0.73
Goodwill_Intangibles,28.6,28.6,28.6,28.6,29.0,25.4,25.4,25.4,25.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,53.8,54.9,24.9,25.7,26.5,27.3,28.1,28.9,29.7
Revenue,956.3,904.4,842.8,841.0,838.8,886.0,809.7,705.4,770.6
Shares_Diluted,23.194,23.2713,23.3819,23.8893,23.8938,24.065,24.0074,23.8865,24.0655
Total_Assets,3120.3,3021.4,2988.2,2818.8,2830.4,2837.1,2796.5,2760.2,2818.4
Total_Liabilities,2109.9,2041.2,2061.3,1875.0,1881.0,1915.0,1924.6,1938.3,1997.9
