AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,706.9,588.1,510.2,838.3,378.3,318.4,289.3,488.9,416.8,287.3,291.8,2494.9,1659.5,1920.3,1822.2,2316.6,1636.8,1743.8,2108.2,2105.0
Current_Liabilities,603.0,585.8,558.7,1094.9,331.3,261.5,253.9,492.0,548.8,488.2,484.3,1866.8,1259.1,1314.7,1226.4,1356.2,967.9,1011.6,1219.4,1174.2
Diluted_EPS,1.227,0.392,0.246,1.049,2.401,2.168,0.263,-1.178,-0.892,-0.873,0.683,2.066,-1.214,-1.432,-0.722,-3.184,-0.757,-1.6269999999999998,0.225,-0.096
Goodwill_Intangibles,32.9,27.0,23.3,31.8,16.6,14.3,13.2,20.9,19.2,12.9,11.7,304.5,209.8,236.1,236.2,492.5,191.8,196.9,220.3,495.1
Inventory,195.9,152.8,126.4,170.9,107.4,74.7,64.6,122.4,113.9,66.3,51.5,172.0,118.2,107.0,78.9,113.6,112.0,102.3,102.6,134.5
LT_Debt,583.5,496.1,400.1,394.9,359.7,382.5,371.2,543.5,464.9,441.7,396.6,3624.4,2441.3,2769.2,3107.9,4208.6,2957.5,3021.8,3423.8,3849.6
Revenue,470.7,138.3,149.2,165.2,496.7,141.0,157.3,124.2,85.4,205.1,95.5,103.3,45.2,310.4,148.7,352.6,303.8,614.8,254.5,307.3
Shares_Diluted,71.1378,70.5956,70.5956,71.0534,71.018,72.5748,71.0101,48.3918,15.8824,43.2983,51.1742,71.1089,50.4409,50.4462,50.24,55.6157,51.5088,49.5486,51.5549,53.4007
Total_Assets,3611.3,3039.9,2658.4,3926.5,1834.7,1739.5,1490.1,2369.3,2157.0,1966.3,1919.0,7418.5,4882.9,5430.8,5726.1,7688.7,5548.2,5746.0,6483.0,7361.3
Total_Liabilities,2928.3,2509.6,2223.4,3315.9,1586.2,1503.5,1338.8,2142.7,1898.6,1750.5,1692.7,7146.8,4805.7,5282.8,5556.9,7434.1,5257.4,5410.6,6139.7,6869.6
