AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.748,0.202,0.098,-13.248,0.766,0.885,0.469,0.78,0.789,0.715
Goodwill_Intangibles,5.9,6.2,6.4,6.7,749.5,745.2,745.6,745.9,746.3,746.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,108.9,108.8,108.8,108.7,108.7,108.6,108.6,108.5,108.5,108.5
Revenue,115.6,116.9,119.9,125.2,131.5,138.8,138.2,133.9,132.1,125.2
Shares_Diluted,55.2473,55.0828,55.1456,55.906,56.458,56.8042,57.1101,57.0747,58.0393,59.1227
Total_Assets,12814.4,12604.4,12934.3,12387.8,12851.7,12788.3,12954.9,12830.2,12573.6,12116.8
Total_Liabilities,11745.9,11441.5,11773.7,11234.3,10931.0,10888.1,11073.8,10977.8,10761.6,10276.3
