AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,10.8,11.7,11.2,15.3,14.5,13.7,13.5,12.6
Diluted_EPS,0.048,-1.705,8.948,-1.756,-1.733,-2.175,-2.067,-1.81
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,,,,,0.0,0.0,0.0
Shares_Diluted,16.5949,0.5333,0.4576,0.4576,0.4576,0.4234,0.4556,0.4556
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,10.8,11.7,11.2,15.3,14.5,13.7,13.5,12.6
