AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.384,0.513,0.509,0.506,0.487,0.402,0.391,0.274,0.259,0.228,0.362,0.461,0.196,0.45399999999999996,0.24100000000000002,0.324
Goodwill_Intangibles,45.1,45.6,45.3,45.8,46.2,46.7,47.1,47.6,48.0,48.5,44.7,33.0,33.4,21.4,21.8,14.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,72.1,72.0,71.9,71.9,71.8,71.8,71.7,71.6,8.3,8.3,8.2,8.2,8.2,8.2,8.2,5.4
Revenue,25.6,24.8,21.4,20.0,20.0,20.3,20.7,21.2,22.8,22.5,21.8,20.4,17.9,16.4,15.3,14.3
Shares_Diluted,13.576,12.647,10.6815,10.6928,10.8934,11.2736,11.6258,11.8651,12.0251,12.3436,12.687,12.0616,11.3843,10.8916,10.8822,10.8693
Total_Assets,2678.0,2756.0,2350.7,2363.8,2334.5,2288.2,2195.7,2271.7,2189.8,2168.8,1994.2,1770.7,1771.7,1482.5,1478.4,1344.2
Total_Liabilities,2357.5,2431.4,2088.1,2106.5,2081.9,2033.7,1943.1,2016.4,1937.4,1915.3,1740.0,1529.8,1537.1,1276.1,1277.6,1146.9
