AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.607,0.332,1.522,2.217,0.924,-1.502,1.165,-1.05,1.21,-1.853,-1.423,-5.882000000000001,-2.507,-0.8440000000000001,1.261,0.34,-1.52,-1.009,1.4580000000000002
Goodwill_Intangibles,3926.0,3931.0,3926.0,3937.0,3947.0,3957.0,3970.0,3992.0,4014.0,4037.0,4143.0,4168.0,4311.0,4321.0,4327.0,4312.0,4301.0,4286.0,4280.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,15499.0,14480.0,13813.0,14203.0,13354.0,12231.0,9501.0,9349.0,7026.0,6267.0,8771.0,12982.0,18754.0,17089.0,18041.0,19347.0,17257.0,16324.0,17158.0
Revenue,2047.0,2035.0,2496.0,2344.0,1810.0,1949.0,2226.0,1873.0,1289.0,1235.0,1268.0,832.0,1923.0,2325.0,2836.0,2511.0,2107.0,2295.0,2758.0
Shares_Diluted,323.0,349.0,379.0,424.0,461.0,450.0,490.0,160.0,157.0,156.0,156.0,144.0,142.0,141.0,134.0,111.6521,96.6884,100.1416,96.6884
Total_Assets,23749.0,22497.0,21694.0,22066.0,20941.0,19783.0,19593.0,19007.0,16610.0,16908.0,18757.0,23116.0,25842.0,24627.0,25541.0,26354.0,24030.0,21382.0,22460.0
Total_Liabilities,20975.0,19852.0,18933.0,19337.0,18239.0,16806.0,13954.0,13954.0,16345.0,16852.0,18416.0,22557.0,24470.0,22858.0,23667.0,25390.0,23108.0,20321.0,21257.0
