AAII_QTR_DATA,08/31/2022,02/28/2022,08/31/2021,02/28/2021,08/31/2020,02/29/2020,08/31/2019,02/28/2019,08/31/2018,02/28/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.669,-0.292,0.287,0.196,-0.215,0.323,0.611,0.189,0.234,-0.063
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.8
Revenue,3.3,3.1,2.8,2.7,2.8,3.0,3.3,3.1,3.2,3.2
Shares_Diluted,18.8861,18.8861,18.8861,15.2483,15.2332,15.2395,15.2231,15.2187,15.2187,15.2267
Total_Assets,175.1,186.5,194.6,154.6,155.9,161.6,160.2,152.7,152.9,151.7
Total_Liabilities,4.5,0.6,0.6,0.5,2.5,2.4,3.3,2.4,2.8,2.4
