AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.415,-0.083,0.185,-0.071,0.18,0.158,0.373,-0.308,0.24600000000000002,-1.04,-0.084,0.138,-0.14,0.152,-0.868,-0.309,0.40399999999999997
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,46.0,34.3,23.7,20.3,23.5,27.5,25.5,27.1,27.8,31.1,32.0,30.5,28.3,22.7,23.7,25.1,23.2
LT_Debt,873.1,615.2,499.3,507.3,529.7,544.6,558.5,602.0,435.8,416.0,457.3,452.0,366.3,444.4,439.1,400.5,386.4
Revenue,49.2,45.9,46.0,48.0,49.0,43.1,42.8,43.1,40.1,37.6,37.7,37.3,37.2,34.3,34.2,33.4,32.1
Shares_Diluted,54.215,52.301,50.987,47.778,46.628,43.275,41.755,41.421,41.526,41.173,40.8613,40.7536,39.6493,38.8949,37.8567,37.1514,36.9713
Total_Assets,1423.3,1413.8,1270.8,1205.7,1211.9,1120.0,1089.4,1094.7,1023.2,999.2,1025.5,1010.2,915.3,899.7,880.9,868.5,862.8
Total_Liabilities,901.4,644.2,528.7,536.1,559.4,574.8,587.6,629.8,458.5,439.1,479.1,473.5,385.3,465.0,456.2,415.4,400.2
