AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.403,0.382,0.374,0.365,0.399,0.426,0.398,0.42,0.387,0.3720000000000001
Goodwill_Intangibles,52.1,52.3,52.5,52.8,53.0,52.2,52.5,52.7,52.9,38.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.5,5.5,5.5,5.4,5.4,5.4,5.4,6.9,7.9,8.7
Revenue,18.7,18.5,18.6,18.6,19.1,19.3,19.1,19.1,18.3,16.0
Shares_Diluted,14.7433,14.7222,14.7251,14.7265,14.7561,14.7205,14.7184,14.6991,14.5677,13.4924
Total_Assets,1945.8,1888.9,1915.0,1759.2,1781.0,1710.4,1704.1,1728.5,1690.1,1544.5
Total_Liabilities,1685.9,1632.7,1661.0,1510.3,1540.8,1473.6,1471.8,1503.2,1473.4,1356.9
