AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.137,0.144,0.109,0.102,0.091,0.065,0.1,0.02,0.01,0.152,1.581,0.128,0.196,0.168,0.15,0.179
Goodwill_Intangibles,5.8,6.0,6.2,6.4,6.6,6.9,7.1,7.4,7.7,8.1,8.4,4.9,5.0,5.1,5.2,5.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5188.9,5013.9,5012.1,5012.3,4969.7,4776.0,4745.0,4708.3,4666.6,4620.2,4619.1,4177.0,4304.9,4129.3,4134.0,4122.3
Revenue,247.0,238.9,238.9,238.2,225.0,216.3,215.4,217.0,207.8,251.4,243.9,238.1,230.5,224.2,226.3,223.3
Shares_Diluted,175.784,175.656,175.496,175.48,175.471,175.464,175.398,175.375,175.375,175.3745,175.38,175.278,172.498,170.22099999999998,170.127,169.93099999999995
Total_Assets,9706.6,9440.3,9354.0,9382.9,9373.4,9249.7,9250.8,9289.4,9271.4,9313.1,9349.3,8520.9,8677.7,8215.9,8261.7,8347.8
Total_Liabilities,7171.5,6922.4,6938.0,6978.5,6952.0,6799.4,6813.7,6841.8,6790.4,6771.3,6637.2,6070.0,6182.6,5854.2,5859.4,5890.7
