AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.808,0.621,-0.75,-1.356,-0.734,0.427,0.068,1.344,0.835,2.292,0.26,1.575,-3.269,0.49,0.264,0.986,1.025,-1.775,-0.321
Goodwill_Intangibles,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.5,7.5,2.6,2.5,2.6,14.0,2.1,2.5,2.3,12.0,1.9,2.1,3.0,14.0,2.8,5.5,4.7,8.6,4.7
Shares_Diluted,21.97,21.997,22.01,22.036,22.054,22.057,22.084,22.118,22.222,22.303,22.354,22.378,22.441,22.486,22.514,22.532,22.584,22.719,22.979
Total_Assets,942.9,927.7,986.8,1120.0,1284.2,1203.3,1434.2,1208.0,1171.3,1174.5,1100.6,926.6,904.1,1010.9,993.1,1004.2,994.7,954.4,1021.0
Total_Liabilities,36.9,37.5,107.5,232.7,364.2,266.2,502.2,275.0,258.0,275.6,248.5,74.8,84.2,114.5,104.3,120.0,105.7,88.2,97.2
