AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.35,0.26,0.22,0.23,0.24,0.24,0.22,0.24,0.28,0.28
Goodwill_Intangibles,41.5,41.7,41.8,42.0,42.2,42.4,42.6,43.8,43.0,45.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,33.4,68.6,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.8,11.3,10.6,10.9,10.8,10.9,10.9,10.3,10.5,10.4
Shares_Diluted,12.4294,12.3402,12.222,12.5431,12.6512,12.7721,12.813,12.4516,12.4626,12.5097
Total_Assets,1246.4,1290.4,1286.5,1046.1,984.9,997.4,943.7,931.2,928.7,911.5
Total_Liabilities,1077.5,1126.8,1125.0,891.4,836.7,851.7,801.8,793.9,795.6,781.3
