AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.183,-1.05,-0.906,-0.531,-0.357,-0.949,-1.016,-0.353,-1.0,-0.964,-0.402,-0.208,-0.492
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,298.2,298.0,297.8,297.6,297.4,0.0,0.0,0.0,0.0,142.5,0.0,0.0,0.0
Revenue,1469.7,995.1,978.4,1017.3,972.8,496.1,444.0,529.3,369.4,157.7,101.7,115.3,88.1
Shares_Diluted,216.9129,215.2175,212.8227,211.3115,210.5477,210.1128,208.1593,207.4783,88.8657,197.0374,,,
Total_Assets,4483.0,4526.6,4308.7,4751.2,4350.5,3321.7,3169.9,3706.5,3594.4,2272.1,,,
Total_Liabilities,3553.4,3636.2,3226.7,3505.9,3018.5,1934.4,1616.7,1972.7,1808.1,1823.1,,,
